"region","temperature_C","rainfall_mm","irrigation","fertiliser_kgha","chem_weed_control_kgha","soil_organic_matter","seed_brand","tractor_brand"
"Free State",26.75,284.9,"Rainfed",159.57,218.78,3.448,"Pannar","John Deere"
"Free State",24.69,1181.1,"Irrigated",213.98,87.04,3.971,"Pannar","John Deere"
"Mpumalanga",19.51,764.8,"Rainfed",173.65,177.36,3.816,"Pannar","Case"
"North West",26.55,513,"Rainfed",126.02,89.78,3.464,"Dekalb","Case"
"Free State",18.72,302.9,"Rainfed",234.41,186.84,3.263,"Pannar","John Deere"
"Mpumalanga",19.1,805.2,"Rainfed",122.28,237.47,3.144,"Pannar","John Deere"
"Free State",23.42,1098.6,"Rainfed",286.77,111.94,3.239,"Dekalb","John Deere"
"North West",19.01,645.1,"Rainfed",108.49,166.48,3.387,"Pannar","John Deere"
"Free State",17.25,360,"Rainfed",225.97,51.07,3.138,"Pioneer","John Deere"
"Free State",28.41,494,"Rainfed",280.58,156.94,3.426,"Pannar","Case"
"North West",25.12,390.1,"Rainfed",276.37,156.28,3.312,"Pioneer","John Deere"
"North West",18.74,696.3,"Rainfed",156.84,164.19,4.118,"Dekalb","John Deere"
"Free State",23.55,620,"Rainfed",220.68,233.23,3.829,"Pioneer","John Deere"
"North West",34.61,613,"Irrigated",66.37,89.02,3.608,"Pioneer","Case"
"Free State",26.65,429.1,"Rainfed",198.63,252.97,3.302,"Pioneer","John Deere"
"Free State",25.77,356.5,"Irrigated",157.03,88.74,4.072,"Pannar","John Deere"
"Free State",28.73,587.6,"Rainfed",212.19,65.79,3.392,"Pannar","John Deere"
"Free State",20.91,649.6,"Rainfed",172.26,361.87,3.501,"Dekalb","John Deere"
"Free State",26.92,785.9,"Rainfed",285.02,195.3,2.922,"Pannar","Case"
"Free State",21.65,516,"Rainfed",152.99,190.76,3.826,"Dekalb","John Deere"
"Free State",24,983.7,"Rainfed",224.61,179.88,3.513,"Dekalb","John Deere"
"Free State",32.86,482.1,"Rainfed",157.25,123.9,3.146,"Pioneer","John Deere"
"Free State",27.88,596.8,"Rainfed",217.29,212.69,3.478,"Pannar","New Holland"
"Free State",27.07,581.4,"Rainfed",97.52,257.11,3.805,"Dekalb","John Deere"
"Free State",19.57,569.9,"Rainfed",212.8,67.96,3.535,"Dekalb","John Deere"
"North West",24.07,538.2,"Rainfed",139.41,81.84,3.581,"Pannar","John Deere"
"Free State",33.14,422.2,"Rainfed",194.5,98.63,3.762,"Dekalb","John Deere"
"Free State",19.63,335.9,"Rainfed",113.43,171.66,3.214,"Pioneer","Case"
"North West",29.07,411.4,"Irrigated",207.02,48.02,3.384,"Dekalb","John Deere"
"Mpumalanga",24.68,911,"Rainfed",500,126.75,3.728,"Pioneer","John Deere"
"Free State",28.08,966.4,"Rainfed",316.36,71.39,3.094,"Pioneer","John Deere"
"Free State",28.36,605.5,"Rainfed",249.4,116.62,3.838,"Dekalb","John Deere"
"Free State",23.35,453.8,"Irrigated",126.47,66.61,3.162,"Dekalb","New Holland"
"Free State",20.72,436,"Irrigated",188.81,228.53,3.574,"Pioneer","John Deere"
"Free State",22.77,275.9,"Irrigated",153.79,120.25,3.525,"Dekalb","John Deere"
"Mpumalanga",19.29,610.2,"Rainfed",70.81,124.67,3.337,"Pannar","John Deere"
"Free State",26.51,722.4,"Rainfed",148.54,263.6,3.562,"Dekalb","John Deere"
"North West",33.6,240,"Rainfed",143.8,92.6,3.368,"Dekalb","John Deere"
"Free State",32.51,486.9,"Rainfed",158.34,68.42,3.72,"Dekalb","John Deere"
"Free State",25.46,566.4,"Rainfed",131.23,103.25,3.083,"Pannar","New Holland"
"Free State",20.5,528.3,"Irrigated",216.93,101.74,3.892,"Pioneer","John Deere"
"Mpumalanga",25.07,711.8,"Rainfed",371.45,158.8,3.426,"Dekalb","John Deere"
"Free State",27.62,515.4,"Rainfed",268.67,118.15,3.251,"Dekalb","John Deere"
"Mpumalanga",21.29,876.3,"Rainfed",217.7,72.66,3.212,"Pannar","John Deere"
"Free State",17.77,651.7,"Rainfed",168.38,125.27,3.849,"Dekalb","John Deere"
"Mpumalanga",24.28,1062.1,"Rainfed",169.86,177.14,3.074,"Pioneer","John Deere"
"Free State",28.52,942.8,"Rainfed",268.88,74.87,3.55,"Dekalb","John Deere"
"Free State",22.82,538.5,"Rainfed",283.43,211.97,3.316,"Dekalb","John Deere"
"Mpumalanga",23.61,765,"Rainfed",127.93,186.08,3.281,"Pannar","John Deere"
"North West",26.62,278.4,"Rainfed",246.19,264.58,3.408,"Dekalb","New Holland"
"Free State",26.73,451.4,"Rainfed",99.54,117.52,3.489,"Pannar","Case"
"Free State",23.53,651.7,"Rainfed",99.13,163.97,3.391,"Pannar","John Deere"
"Free State",22.62,800.3,"Rainfed",323.87,92.25,3.295,"Dekalb","John Deere"
"Free State",24.45,487.1,"Rainfed",167.09,121.29,3.703,"Pioneer","John Deere"
"Mpumalanga",21.15,417.8,"Rainfed",166.86,85.14,3.689,"Pannar","John Deere"
"North West",25.04,1036.7,"Rainfed",249.26,219.09,4.025,"Pioneer","New Holland"
"Mpumalanga",21.05,784.1,"Rainfed",151.31,71.47,3.227,"Dekalb","Case"
"North West",27.96,808.6,"Rainfed",114.82,178.57,3.196,"Pannar","John Deere"
"Mpumalanga",22.62,662.2,"Rainfed",174.44,100.35,3.262,"Pannar","New Holland"
"Free State",30.13,813.8,"Rainfed",79.63,85.37,3.147,"Pioneer","Case"
"Free State",18.57,399.5,"Rainfed",134.59,259.98,4.094,"Pioneer","New Holland"
"Free State",23.2,442.5,"Irrigated",153.9,142.54,2.732,"Pioneer","New Holland"
"Free State",26.53,678.4,"Rainfed",89.15,157.6,3.069,"Pannar","Case"
"Free State",31.05,479.4,"Rainfed",177.91,148.18,3.23,"Pioneer","Case"
"Free State",25.7,479.3,"Rainfed",120.51,181.6,3.406,"Pannar","John Deere"
"Free State",23.94,453.6,"Rainfed",263.97,261.6,3.438,"Dekalb","John Deere"
"Free State",22.77,473.2,"Rainfed",145.98,139.72,3.794,"Pioneer","John Deere"
"Free State",25.66,357.6,"Rainfed",103.5,233.7,3.852,"Pioneer","John Deere"
"Mpumalanga",24.97,732.5,"Rainfed",182.07,47.95,3.191,"Dekalb","John Deere"
"Mpumalanga",21.45,554.7,"Rainfed",160.81,179.79,3.569,"Pannar","Case"
"Free State",24.66,610.5,"Rainfed",167.33,163.99,2.988,"Pannar","John Deere"
"Mpumalanga",22.65,1099.7,"Rainfed",180.24,147.29,3.813,"Pioneer","John Deere"
"Free State",26.92,897.6,"Rainfed",139.15,143.82,3.248,"Pannar","Case"
"Free State",28.45,155.9,"Rainfed",143.19,110.94,3.572,"Dekalb","Case"
"Free State",25.12,635.6,"Rainfed",216.58,103.08,3.196,"Pannar","John Deere"
"Free State",23.7,928,"Irrigated",328.16,221.06,3.531,"Pannar","John Deere"
"North West",34.97,297.2,"Rainfed",72.62,125.12,3.423,"Pannar","Case"
"Mpumalanga",22.49,1036.7,"Rainfed",155.28,229.65,3.219,"Pannar","Case"
"Free State",30.31,536.8,"Rainfed",249.33,114.48,3.579,"Dekalb","New Holland"
"Mpumalanga",21.81,864,"Rainfed",99.7,86.68,4.511,"Pannar","Case"
"Free State",26.46,396.8,"Rainfed",269.95,258.33,3.474,"Dekalb","John Deere"
"Free State",17.82,688.2,"Rainfed",140.02,130.11,3.403,"Pannar","John Deere"
"Free State",23.55,546.8,"Irrigated",222.14,233.33,3.338,"Dekalb","Case"
"Free State",23.91,557.9,"Irrigated",307.52,78.67,3.384,"Pioneer","Case"
"Free State",20.97,836.1,"Rainfed",240.89,159.33,3.579,"Pioneer","John Deere"
"Free State",19.86,610.9,"Rainfed",275.45,118.15,3.251,"Pannar","John Deere"
"Free State",27.79,900.2,"Rainfed",64.42,323.59,3.964,"Pioneer","John Deere"
"Free State",27.66,915.4,"Rainfed",95.79,242.88,3.69,"Dekalb","Case"
"Mpumalanga",18.1,611.4,"Rainfed",210.55,174.31,3.797,"Dekalb","John Deere"
"Free State",25.7,843.8,"Rainfed",111.74,108.54,3.926,"Pioneer","John Deere"
"Mpumalanga",18.66,735,"Rainfed",130.13,210.33,3.202,"Dekalb","John Deere"
"Free State",19.8,674.9,"Rainfed",296.05,187.25,3.238,"Pannar","John Deere"
"Free State",26.1,554.3,"Rainfed",172.83,71.52,3.582,"Pannar","John Deere"
"Free State",21.26,833.7,"Rainfed",167.68,230.31,3.383,"Pannar","John Deere"
"Mpumalanga",24.98,619.7,"Rainfed",148.2,198.85,3.647,"Dekalb","Case"
"Free State",24.15,574.3,"Rainfed",83.46,125.07,3.472,"Pannar","John Deere"
"Free State",26.14,528.8,"Rainfed",74.02,379.31,3.693,"Dekalb","John Deere"
"Mpumalanga",20.43,993.4,"Rainfed",149.96,207.49,3.063,"Pannar","John Deere"
"Free State",19.4,762.4,"Rainfed",191.22,108.2,3.739,"Dekalb","John Deere"
"Free State",27.66,676.6,"Rainfed",93.96,205.5,2.935,"Pioneer","Case"
"Free State",24.95,621.6,"Rainfed",76.35,163.01,3.488,"Pioneer","John Deere"
"Free State",23.04,615.6,"Rainfed",282.7,125.77,3.642,"Dekalb","John Deere"
"Free State",24.28,1013.3,"Rainfed",203.99,31.95,3.293,"Dekalb","John Deere"
"Free State",29.3,335.9,"Rainfed",201.85,112.23,3.902,"Dekalb","John Deere"
"Free State",21.21,538.6,"Rainfed",242.79,137.4,3.567,"Pannar","John Deere"
"Free State",21,761.5,"Rainfed",208.17,187.4,3.039,"Dekalb","Case"
"Free State",21.52,525.5,"Rainfed",105.08,158.96,3.967,"Pannar","John Deere"
"Mpumalanga",17.25,711.2,"Irrigated",279.67,150.32,3.625,"Dekalb","John Deere"
"Free State",27.28,467.9,"Rainfed",95.63,266.08,3.388,"Pioneer","John Deere"
"Free State",24.77,601.9,"Irrigated",134.24,132.77,3.71,"Pioneer","Case"
"Free State",24.83,317.9,"Rainfed",189.51,85.07,3.092,"Pioneer","New Holland"
"Free State",23.83,631.3,"Rainfed",185.33,108.7,3.5,"Dekalb","John Deere"
"Free State",21.96,500.4,"Irrigated",211.25,125.25,3.58,"Pannar","John Deere"
"Mpumalanga",19.53,922,"Rainfed",238.65,105.32,2.665,"Pannar","John Deere"
"Mpumalanga",24.56,969.4,"Rainfed",116.64,59.41,3.403,"Pioneer","John Deere"
"Free State",18.3,513.3,"Rainfed",95.22,177.05,3.303,"Dekalb","John Deere"
"Free State",25.76,1378.2,"Rainfed",100.19,193.15,3.665,"Dekalb","John Deere"
"Free State",20.83,1146.4,"Rainfed",209.92,98.04,3.891,"Pioneer","New Holland"
"Free State",25.13,477,"Rainfed",135.15,164.97,3.525,"Pioneer","John Deere"
"Free State",21.04,748.1,"Rainfed",196,118.16,3.28,"Pioneer","Case"
"Free State",21.91,934.6,"Rainfed",271.81,119.22,3.511,"Pannar","John Deere"
"North West",36.85,307.7,"Rainfed",123.67,177.73,3.116,"Pannar","New Holland"
"North West",31.34,506.1,"Rainfed",243.58,163.65,3.156,"Pannar","John Deere"
"Mpumalanga",15.57,790.4,"Rainfed",125.09,104.91,2.795,"Pannar","John Deere"
"Mpumalanga",22.38,1109,"Rainfed",213.73,98.22,3.469,"Pioneer","Case"
"North West",25.74,820.3,"Rainfed",166.88,173,3.685,"Dekalb","New Holland"
"Free State",19.45,1139.2,"Rainfed",114.63,87.24,3.643,"Pannar","New Holland"
"Free State",24.84,493.4,"Rainfed",245.98,99.43,3.168,"Pioneer","John Deere"
"Free State",24.52,833.1,"Rainfed",223.55,251.15,3.374,"Dekalb","John Deere"
"Mpumalanga",21.01,1058.9,"Rainfed",113.75,145.95,3.887,"Pioneer","John Deere"
"Free State",31.89,522.9,"Rainfed",167.14,111.62,3.68,"Pannar","John Deere"
"Free State",15.01,333.6,"Rainfed",479.99,80.58,3.669,"Dekalb","John Deere"
"Mpumalanga",24.51,987.5,"Rainfed",119.53,186.89,3.432,"Dekalb","John Deere"
"Mpumalanga",21.13,496.7,"Rainfed",153.25,106.3,3.482,"Pioneer","Case"
"Free State",26.63,751.5,"Rainfed",298.41,141.9,3.165,"Pannar","John Deere"
"Free State",22.18,536.4,"Rainfed",102.51,230.53,3.509,"Pioneer","John Deere"
"Free State",21.62,495,"Rainfed",451.91,123.31,3.617,"Pioneer","John Deere"
"Free State",17.16,850.1,"Rainfed",123.9,214.83,3.561,"Dekalb","New Holland"
"Mpumalanga",21.37,640.6,"Rainfed",131.82,81.73,3.574,"Dekalb","Case"
"Free State",33.91,950.2,"Rainfed",161.82,62.15,2.767,"Dekalb","Case"
"Free State",27.96,656.9,"Rainfed",259.59,157.18,3.571,"Pioneer","John Deere"
"North West",36.38,382.7,"Rainfed",500,230.56,3.33,"Pioneer","John Deere"
"Free State",27.66,593.2,"Rainfed",201.95,107.61,3.102,"Dekalb","John Deere"
"Mpumalanga",25.43,1102.3,"Rainfed",213.98,121.37,3.444,"Pioneer","John Deere"
"Mpumalanga",24.71,826.7,"Rainfed",91.8,205.04,3.57,"Pioneer","Case"
"North West",30.38,427.3,"Rainfed",174.65,111.09,3.169,"Dekalb","John Deere"
"Mpumalanga",20.25,940.5,"Rainfed",60.4,82.67,3.547,"Dekalb","John Deere"
"Mpumalanga",20.4,483.9,"Rainfed",147.4,94.22,3.146,"Pannar","John Deere"
"Mpumalanga",17.2,780.2,"Rainfed",305.91,125.88,3.214,"Dekalb","John Deere"
"Free State",23.98,256.4,"Irrigated",151.22,68.35,4.009,"Dekalb","Case"
"Free State",27.6,609.2,"Irrigated",160.51,194.63,3.715,"Dekalb","Case"
"Free State",28.13,452,"Rainfed",167.24,175.37,2.993,"Pioneer","New Holland"
"Free State",24.38,581,"Rainfed",156.07,197.58,3.421,"Pannar","John Deere"
