x_sex;x_pt;x_visits;x_height;x_caloric_balance_weekly;x_time;Weight(kg)
1;0;3;164.19;210;64;73.0299845971857
0;0;0;158.69;413;0;58.2945689908064
0;1;0;170.38;147;0;69.8784541217303
1;1;1;159.88;-189;77;75.1171649424949
0;0;0;166.78;980;0;67.349350812697
0;0;4;164.66;798;44;70.9351936835966
1;0;4;166.57;1127;50;69.8354415536196
0;0;0;175.07;553;0;77.5541626587873
0;1;4;165.69;-280;64;60.6557049241064
0;0;0;158.2;-294;0;63.682433177645
0;0;1;161.08;616;46;70.7999921743342
1;0;5;171.87;735;51;67.6722265776212
1;0;5;178.19;574;46;84.6545730860993
0;0;1;168.98;-21;47;65.9063472169256
0;1;4;152.07;154;62;56.827454927914
0;1;4;155.56;-1043;67;53.765121188446
1;0;2;174.02;1036;55;82.02895546125
1;0;4;173.8;-434;56;86.974699006749
1;1;4;178.83;-1897;64;68.6432304222721
1;0;0;174.31;196;0;74.2442167053311
0;1;2;161.07;805;56;66.2230367307494
0;1;1;155.67;-287;52;59.7239135829081
0;0;4;159.4;714;39;70.3933979206852
0;0;0;159.58;861;0;63.1490875641259
0;0;4;160.7;490;44;75.9527945681119
0;0;2;162.95;-175;44;53.1607063285754
1;0;3;170.49;1169;54;73.8637159842859
1;0;6;172.98;1064;58;75.9192329905131
1;0;4;181.92;868;47;85.0936712475113
0;0;2;162.99;21;45;67.0783876151081
1;1;1;167.8;-1939;72;70.2168924166201
1;0;0;164.03;1113;0;67.5823515065231
1;0;1;180.32;560;62;83.1718483305309
1;0;0;176.31;287;0;69.1959695046657
0;0;4;149.17;343;37;52.8418474098401
1;0;4;176.78;259;52;80.167982182009
0;1;3;157.4;882;67;53.8116373281263
1;0;5;187.11;112;65;97.8002294755807
0;0;4;161.24;322;41;58.59683946381
0;0;2;177.84;875;50;70.9169452261626
0;0;2;159.69;938;47;75.5111330417731
1;0;6;175.11;378;63;75.5395516946188
0;0;4;165.55;175;36;64.3395259572202
0;0;4;157.36;140;42;57.9973213717374
0;0;1;161.13;917;49;60.4379908016536
1;0;0;182.63;392;0;82.3593688135166
1;0;3;169.69;574;51;81.8037829002688
0;0;0;166.51;532;0;61.6901619580275
0;0;4;151.87;434;46;50.2545694131104
0;0;0;168.83;679;0;77.3801440860869
0;0;0;151.84;-98;0;54.5111208620477
0;0;0;171.17;294;0;73.6577655027749
0;0;2;164.49;119;46;59.1387647287067
0;1;3;175;-1092;71;73.0631199372268
0;0;3;162.19;406;45;70.534986405601
0;0;4;167.88;658;49;70.3321177870222
0;0;2;168;154;48;70.3712519797817
1;0;2;179.33;1512;60;82.8348943171613
1;0;6;174.61;210;60;83.6016137683813
0;1;0;171.73;-882;0;72.3873470251669
0;0;3;157.3;-630;52;65.0984077148977
1;0;6;163.33;63;56;68.196411748514
1;0;5;180.29;1148;39;89.3311756260194
1;0;1;165.92;875;43;71.9834122325317
1;1;3;178.29;-91;71;71.4850501861664
0;0;2;161.08;1099;44;71.0791531824949
1;0;2;172.42;532;60;75.1499271266483
0;1;1;158.47;-140;52;70.9271719272738
0;1;1;167.9;-1484;61;58.2633915604076
0;0;2;145.89;917;38;62.5383407576937
1;0;3;169.48;1204;50;82.7679634237782
0;1;4;163.3;-777;58;68.1702521586079
0;0;1;160.85;-231;34;65.1153258768427
1;0;6;177.27;259;54;88.2372741518242
0;1;2;156.21;329;65;56.7281961230772
1;0;0;169.61;455;0;69.5992400556441
1;0;5;172.23;756;44;73.8187574118851
1;1;1;184.09;-1484;61;86.5552252240236
1;0;5;165.57;1043;55;75.8061850634032
1;0;4;161.56;1372;59;67.5536856550286
0;1;4;166.2;-875;58;63.2250622114584
1;1;5;177.11;-301;71;73.8019054461461
1;0;2;179.09;14;58;82.759083225212
0;0;2;162.41;833;48;60.2520813324557
0;1;1;172.6;-700;50;72.7700078900612
1;0;6;181.8;140;50;95.3127797908548
0;1;3;166.34;-504;63;63.4225555771542
1;0;6;182.26;385;68;86.0129250920695
1;0;4;166.93;1344;56;66.131590123497
0;0;1;170.7;714;40;65.0103480625569
1;0;4;185.64;-14;39;84.6151405621755
1;1;4;169.4;-2100;66;60.9743025729021
0;0;2;167.31;-14;45;71.6310015008997
1;0;1;180.24;1358;59;82.1930743356896
0;0;3;171.45;826;46;78.2613535626538
1;0;6;182.74;119;64;78.1728274659436
1;0;5;174.63;245;51;80.8024316092253
0;0;1;171.18;630;56;66.3895676540504
1;0;6;164.59;1316;51;74.256669962527
1;0;1;181.2;-791;44;84.6913921104229
1;0;2;164.94;721;49;73.3836282618267
1;0;0;172.6;-63;0;78.1096134334859
0;0;2;163.26;728;44;63.8540882067945
0;1;1;163.51;609;62;63.9917005439572
1;0;0;162.68;245;0;74.061801255773
1;0;5;164.93;882;69;68.153189213553
0;0;2;160.48;-266;46;55.7964408264157
0;1;3;160.25;-602;62;63.2476879553411
0;1;4;161.11;-1722;60;55.2790102990665
0;0;3;167.3;175;40;73.517665477308
0;0;3;157.29;700;42;67.1947939807
0;0;2;177.82;371;51;74.8376906707201
0;1;1;156.59;1043;64;64.3564179489036
1;1;6;177.02;-700;54;80.999625751619
1;1;5;176.58;-1106;61;82.309645790603
1;0;0;167.92;-518;0;75.9431637764372
1;0;0;177.2;-7;0;77.6633141150181
1;0;2;174.4;525;53;79.2211480534273
0;0;2;159.27;336;43;61.1351353497127
0;1;0;164.77;-98;0;62.9905176045382
1;0;2;186.26;-21;55;85.4521146556495
1;0;6;170.88;-91;66;71.2982258121192
0;0;1;145.37;322;45;56.546191299529
1;0;0;160.31;518;0;69.7308033659905
0;0;3;170.16;539;53;73.2071589192902
1;0;2;172.11;1127;49;78.6600734030359
1;1;3;180.29;-2142;75;68.0760140126031
1;0;1;168.87;490;59;77.6358490013461
1;0;3;181.2;84;56;84.6445493461121
0;0;3;161.37;-511;39;61.8100954570924
0;0;3;160.73;175;48;62.5918739153228
0;0;1;169.45;392;49;69.2910822275209
0;0;0;166.38;161;0;64.4109411537115
1;0;2;181.74;-1043;52;73.8884006498208
0;1;4;160.67;-385;69;67.70725105961
1;0;2;180.41;182;58;79.9364907518276
1;0;4;175.44;-595;48;76.0289375074687
1;0;4;168.51;-371;47;66.4799208020035
1;0;2;169.28;315;68;79.96699622368
0;1;2;171.29;175;47;77.6173384358689
0;1;0;170.78;-1190;0;73.0096664624169
0;1;4;163.01;-1330;59;52.971727498112
0;0;3;158.89;196;40;74.3372112230188
0;0;4;155.49;441;39;57.2619005111646
0;1;4;153.18;-35;67;58.7724255050243
0;0;2;154.81;1477;50;62.3835115196366
0;0;1;169.8;-392;47;63.7585389354944
1;0;4;171.02;77;53;76.6870651653151
1;0;6;172.57;1197;58;76.0437196570316
1;0;2;179.31;826;53;84.2524007070056
1;0;0;173.77;7;0;74.1389608174189
1;0;6;169.66;525;61;69.7299728178802
0;0;4;154.8;-203;49;60.661024923487
0;1;2;159.23;-1449;52;52.6790258469058
0;1;3;161.72;-448;60;60.2599163551893
0;0;1;151.36;539;53;61.0670908239845
1;0;2;180.2;217;64;77.1049857675051
0;0;3;170.09;392;45;68.5161667509172
0;0;0;149.9;-630;0;53.2069866275561
0;1;3;162.56;-1008;57;66.8982950885162
1;0;5;181.32;791;63;92.3588983198722
1;0;3;174.08;-210;56;73.7006912788558
1;0;5;174.33;1834;72;68.3735806850409
0;1;2;165.38;-714;58;65.3996983145832
1;0;0;181.25;98;0;85.2886340711553
1;0;6;180.81;273;62;82.4441954804843
0;0;2;159.57;84;38;74.0457720393968
1;0;6;164.84;-42;42;72.9318139445423
1;0;0;163.29;721;0;69.1619587785312
0;0;1;153.03;287;48;54.2668842437082
1;0;1;181.63;637;47;76.9828480116287
0;0;4;161.12;14;50;65.9002515121672
1;0;0;164.78;98;0;62.2296572534631
0;1;3;166.98;49;65;65.6515936300243
1;0;0;174.94;217;0;84.5370790491259
1;0;3;168.08;413;51;70.4210545109726
0;0;2;168.27;882;45;70.6231532851504
1;0;4;183.36;427;59;85.6559281093671
1;0;2;179.33;952;42;81.9840871329247
0;0;4;155.99;1393;47;60.6503791527551
1;0;4;168.77;-378;58;66.9276141539556
1;1;3;174.99;-294;70;78.0896065613879
1;1;4;190.01;-469;67;88.1601507328802
0;0;4;160.83;546;41;62.6534248920631
0;0;3;159.21;-294;48;59.8404719723773
0;1;1;161.78;1463;55;67.5320501700004
1;0;3;171.66;315;56;81.5225961657336
1;0;4;169.09;1246;65;78.1428159844206
0;0;3;160.51;-63;51;64.7834278466499
0;0;0;162.74;336;0;79.6551657052288
1;0;3;157.64;-245;58;53.8273555080801
0;0;2;161.06;161;44;64.5466021566865
0;0;0;170.43;28;0;80.1043745918996
1;0;4;175.03;420;53;80.717544248609
0;1;4;159.16;-1204;61;58.1612884483988
0;1;4;154.09;105;66;56.8305467638447
1;0;6;170.96;161;53;72.6535219500427
0;0;2;168.2;-252;45;74.5220451109452
0;0;2;152.92;427;46;58.6578218681695
0;1;4;155.08;-714;51;57.8637221934911
0;0;4;167.35;301;49;72.3146858066307
0;0;3;148.14;707;45;57.0286158208536
0;0;3;167.4;378;46;78.3361978228456
1;0;5;178.69;112;52;80.7462691880551
1;0;3;163.16;63;62;71.9940915159371
1;1;5;182.23;-1260;60;81.4219229388316
1;1;5;178.44;-1085;53;76.4769216300239
0;1;2;154.75;-511;72;54.4545113521538
0;0;1;149.89;-175;49;60.0854197226341
0;0;1;165.14;-308;48;66.5277551917669
0;0;3;156.59;609;41;61.5227087908538
1;0;1;170.08;665;58;76.7081787867817
1;0;3;179.21;-966;62;74.4188957365903
1;0;0;186.22;651;0;89.2394312704783
0;0;1;166.5;1085;40;58.8630224081969
0;1;0;164.56;-126;0;62.3001896142497
1;0;6;176;315;49;81.6072290800628
1;0;4;163.4;280;60;76.6911677350757
1;0;0;178.26;-28;0;81.5300487859511
0;0;4;158.88;658;48;62.1616253948319
1;1;5;182.7;-721;49;71.2363085021161
1;0;0;176.77;931;0;79.9084448721389
1;0;1;183.88;413;55;91.2709439063641
0;0;1;165.99;700;51;73.8572314622533
1;0;2;182.85;301;70;84.6356147205123
1;0;5;184.04;182;54;81.5987962795824
1;0;0;174.51;336;0;70.0387980494838
1;0;1;163.99;476;53;69.9984943046943
1;0;6;181.2;0;59;83.3030949642646
1;0;4;172.69;420;54;71.8265372955511
1;0;2;165.38;154;65;62.2721278882755
1;0;6;174.59;770;55;77.2303999452124
1;0;0;177.32;441;0;79.4364349264671
0;0;1;146.47;917;49;50.1192159229919
1;0;4;172.09;1449;48;70.3315704198913
0;0;2;169.19;1260;44;73.4678382962084
1;0;5;175.34;623;55;79.5997462480417
0;0;4;165.42;728;45;70.8992847433254
0;0;2;165.58;-259;50;61.4602419695587
0;0;0;155.88;-252;0;57.1941448393478
1;0;0;170.76;21;0;76.0576145899203
0;0;1;151.84;1036;42;60.4994729643184
0;1;1;158.85;392;68;57.3473530238718
0;1;2;169.51;-714;75;66.6203034565934
1;0;6;169.19;1183;60;71.5730579581854
0;0;0;155.6;1036;0;64.503282320572
1;0;6;178.11;287;56;85.585175689799
0;0;2;158.66;756;41;69.2551714260139
1;0;0;175.87;161;0;75.0368548852956
1;0;1;165.05;-266;63;64.4293488465916
0;0;3;154.77;763;46;57.456766386884
0;0;2;156.21;-126;48;56.0570332862124
1;0;2;174.2;490;67;78.9209319947848
1;0;5;176.73;315;55;75.3345486692571
1;0;5;181.21;665;58;89.9412474106023
0;1;1;158.97;-1351;62;50.0838897267678
1;0;5;163.17;378;51;71.659590727431
1;0;5;185.96;952;53;87.8211193166466
0;0;1;175.33;-161;46;77.771162020419
0;1;4;171.05;-1463;52;70.4819962017111
1;0;3;179.4;-175;44;87.7811989553789
1;0;1;183.26;-252;60;91.018241754448
0;1;0;161.98;-1407;0;60.2760185952849
1;0;1;183.87;385;59;91.612155170345
1;0;6;180.69;385;56;82.5758902062659
0;0;4;166.14;154;44;67.5241825322359
0;1;0;162.61;-938;0;63.5868442046573
0;0;4;152.72;546;42;56.3470997909556
1;0;2;178.64;-7;47;75.2948499210244
1;0;2;173.6;798;64;81.6892279258463
1;0;0;187.65;-833;0;80.1232230936406
1;0;4;174.77;-525;53;74.2927413972682
1;0;6;178.56;1127;54;79.1327495296888
1;0;1;174.16;959;50;74.7033038338981
1;0;5;173.72;756;53;70.8281473515181
1;0;3;178.96;-252;40;74.848406711376
1;1;1;171.39;-679;53;79.3211141962345
0;0;2;170.42;196;48;64.2232526127236
1;1;5;184.18;-1603;64;85.8653883435418
0;1;1;158.53;14;55;68.3861410135211
1;0;5;155.89;140;48;70.2827604619592
1;0;4;179.45;-833;57;78.3870550019951
0;1;4;161.59;-1015;60;66.068405702218
1;0;0;175.82;637;0;77.499736681675
0;1;1;158.57;70;50;50.9648450930184
0;0;1;168.14;945;45;70.6871994220678
1;0;4;165.53;-84;53;78.5563658166828
0;1;0;181.78;-966;0;83.384924916415
1;0;3;177.31;469;50;80.562002148993
0;0;1;156.21;798;41;64.4737252556958
0;0;4;160.26;469;40;65.25478325381
0;1;0;176.27;-511;0;72.4470001569538
0;1;3;156.29;-938;48;63.0505922042717
0;1;3;155.21;-56;51;57.050923998054
1;0;4;182.05;959;58;83.5556345414037
1;0;3;169.4;-343;49;70.8837781622283
1;0;4;167.62;469;52;73.8181035262636
0;0;2;157.44;-280;42;68.6553429197305
1;0;0;172.74;154;0;68.5425749772764
0;1;1;162.49;-2184;56;61.4805639197314
0;1;0;167.65;-350;0;66.8908691078106
1;0;1;178.18;-504;53;84.1586615234345
1;0;0;172.69;-273;0;67.3769307556073
0;0;3;150.03;630;41;56.9010048543828
0;0;3;168.93;637;45;72.0011938562046
0;0;3;154.36;-287;46;64.2377959548008
0;1;0;179.98;-175;0;73.750645189482
1;0;0;167.28;-70;0;70.6147790102799
0;0;1;164.82;49;43;61.1685202487156
1;0;6;183.54;-126;59;82.296456654826
1;0;6;166.01;147;55;62.5839770825728
1;0;1;171.38;-189;49;80.8313720866471
1;0;5;175.89;287;57;74.032943309307
0;0;4;167.86;-546;49;65.9182060890132
0;0;4;172.04;161;45;75.2004117509028
1;0;4;180.6;1547;52;83.5499253061793
1;0;6;183.02;119;54;86.8420789285491
0;0;3;162.9;714;46;57.1902936831503
1;0;2;178.05;700;58;80.7295851590487
0;1;4;158.57;-1806;60;56.6039169684142
1;1;6;168.63;147;58;71.5865674798092
1;1;2;188.9;-980;70;88.4377263101793
1;0;2;173.48;392;36;81.2163230658495
0;0;4;165.15;266;39;74.7235511839624
0;0;2;151.7;357;45;54.4866520906302
1;0;5;178.64;1351;49;75.6653218444527
0;1;3;157.04;-154;70;62.7823440033786
1;0;1;172.87;77;48;82.2677713353048
1;0;4;169.16;-301;52;76.7710263495941
1;1;5;167.12;-504;75;71.1193373784958
0;0;0;149.58;847;0;57.8124249010394
0;1;4;170.79;-448;50;71.1468800979805
1;0;5;172.68;35;64;72.6360380120805
1;0;3;187.23;-126;57;74.7538167966169
0;0;4;142.24;-392;42;44.3047146838074
0;1;1;165.15;-721;53;69.255951258353
1;0;1;165.04;63;63;70.7988174228876
1;0;4;175.59;126;55;83.3244614622079
1;0;6;173.91;-455;60;69.7757892635635
0;0;3;167.3;728;45;63.7350296962221
0;0;1;153.03;-21;33;63.3948658192613
1;0;6;173.15;-224;61;73.1573895155462
0;1;4;172.58;-882;55;74.3264598726762
0;0;3;164.13;763;40;68.3230119988342
0;0;0;162.63;819;0;69.3930883230752
0;1;1;161.66;-1659;60;58.32947885378
0;1;1;161.23;-910;72;62.6268200789094
1;0;2;177.19;280;64;78.3762576669796
1;0;3;176.67;-217;56;85.0561758992284
0;0;3;159.18;-154;38;63.3066335317838
1;1;0;169.87;-1673;0;66.9203510304581
0;0;1;159.69;7;50;61.1405852035531
0;0;0;168.62;1694;0;71.628368746768
0;1;1;162.9;294;67;62.0779750628679
0;0;1;151.87;238;43;52.424868203442
0;0;1;159.36;483;46;62.7660439468007
0;1;1;153.86;-126;44;54.6729714537943
0;1;1;159;-861;73;62.8571544644042
0;1;2;175.85;-350;59;75.2106568771054
1;1;2;175.64;-1113;80;74.1176612175216
1;0;2;175.5;-98;49;74.1314914544048
1;0;2;180.82;679;52;78.9991955388279
0;0;2;160.51;644;47;60.9915413374708
0;0;1;168.61;-497;47;71.1559461545455
1;0;2;170.15;336;50;86.3982565049542
1;0;0;181.29;1043;0;79.3577607531883
1;0;0;172.53;371;0;78.6860899458481
0;0;1;154.12;-196;49;62.1550846805599
0;0;3;155.91;826;51;65.9827796589467
0;0;2;152.17;-420;42;53.6908417118023
1;0;3;188.39;700;71;89.5727845585955
0;0;3;161.82;-168;42;64.6426866823773
1;0;5;167.81;217;66;67.3172886331092
0;1;3;163.36;238;68;70.4601806376931
0;0;2;157.2;777;42;64.8224011753461
1;0;6;163.66;126;65;77.9518422311231
1;1;0;174.84;133;0;79.5430373329318
1;0;3;186.74;119;55;93.8274951494349
0;1;4;153.61;756;72;59.3078618670715
1;0;2;175.61;245;51;77.8316469744416
0;0;2;173.78;1218;40;73.1869726197323
1;0;5;163.62;322;56;68.466626818646
1;0;5;170.77;399;74;72.1453677203298
1;0;5;171.72;224;59;86.8151848598223
0;1;1;159.06;-609;52;49.4261181273293
1;1;5;180.37;-1246;84;80.8945087404906
1;0;0;178.31;651;0;83.9510577016095
1;0;4;182.52;-497;58;87.4335962596491
0;1;3;164.49;-903;64;62.4505519483938
1;0;6;177.41;-616;61;66.6894188742617
1;0;0;180.32;0;0;81.461000066493
1;0;4;175.81;938;44;73.0746020208643
0;1;2;161.08;-518;51;56.7643517432644
0;1;1;166.59;-203;62;70.1456882500775
0;1;3;158.32;-126;64;60.5353916225872
0;0;1;162.63;427;47;67.3134887431213
0;1;0;156.69;-1400;0;61.6622604171169
0;0;1;156.81;-462;42;56.7508160819057
0;0;1;158.97;1120;49;69.7464866870473
0;0;3;171.77;-168;56;68.6888236254291
0;0;4;165.06;308;46;64.4320904065504
1;0;6;167.8;854;49;64.4959402904763
0;0;1;160.37;-392;42;64.5340194531865
1;0;1;183.73;-42;52;90.7065283400705
0;0;4;165.34;371;54;62.0834326433857
1;0;0;169.72;868;0;74.5641867175868
1;0;5;170.71;448;50;66.739646478003
1;0;2;192.74;378;46;88.2635747956628
0;0;4;159.74;-714;42;63.8649818192606
1;1;3;169.32;-2247;72;72.4017211460659
0;0;4;160.12;-343;51;62.6414505722862
1;0;1;164.92;-427;60;68.4072134232885
0;1;2;156.35;-602;54;55.1643261220489
1;0;2;173.57;308;56;69.0941968704135
1;0;2;182.18;-189;54;79.8374536197944
0;1;0;168.64;-1379;0;67.1032612746092
1;0;5;171.95;854;55;78.6887690011191
0;1;3;146.9;-1554;63;42.9175804575889
0;0;1;157.36;854;45;66.1083631884458
1;0;6;176.79;-273;67;76.0596078731643
0;0;4;165.06;441;36;67.7030470602967
1;0;2;182.61;539;67;87.4132473173324
0;1;3;161.45;-686;67;64.5050730407699
1;0;0;179.88;-210;0;69.6205462930477
1;0;6;169.57;1806;64;79.4281553783074
0;1;0;168.27;-1365;0;76.7537601938716
0;1;4;176.21;-903;70;84.0570012545227
0;0;2;162.67;1456;39;62.9027632224793
0;0;4;161.37;371;39;65.8377964114128
1;0;3;180.4;364;57;83.5116853695095
0;1;3;169.61;-616;55;67.6904886487284
1;0;0;168.33;-1106;0;73.9573819904934
0;1;2;165.56;-1085;67;70.1130415777048
0;1;1;151.61;-868;58;53.9735739312678
1;0;6;192.71;182;42;98.5731522697533
1;0;1;178.32;448;61;86.4321262030529
1;0;5;176.64;154;55;79.6410643835888
1;0;2;174.64;994;61;84.5123339703004
0;0;0;166.41;-266;0;73.6511005649288
0;1;3;161.88;-1407;63;66.4142923512276
0;0;3;169.92;-238;41;67.257777557944
0;0;4;154.55;-7;47;48.61780414892
0;1;3;151.65;182;56;51.4070021871895
1;0;3;179.31;133;65;83.221855216773
0;1;0;164.4;-518;0;75.1615615345325
0;0;3;152.24;-21;43;50.4653427981052
0;0;0;166.67;-252;0;67.9198212973058
1;0;3;172.92;539;55;77.1074392443575
1;0;4;184.96;7;57;81.8202652385826
0;1;3;159.74;119;65;59.3872405704087
1;0;1;171.71;-175;52;74.2669881725484
0;1;4;164.07;-1197;67;66.2294164256402
0;1;0;161.79;-749;0;65.8386263273408
0;1;3;161.39;-42;58;65.0148549657152
0;0;2;150.05;609;47;51.5167884904446
0;1;0;169.5;-609;0;66.9321243880102
0;0;4;156.01;448;52;54.9712227624823
1;0;4;165.45;294;52;63.6846638962232
1;0;1;174.72;-847;62;77.7154056974074
0;0;1;162.76;-287;35;77.7012592241191
1;1;2;168.76;-658;90;82.0069547810477
1;0;3;164.8;-140;56;76.3630663413105
0;1;3;169.68;-994;52;63.4603412959352
0;0;1;149.7;490;44;46.8227897057549
1;0;3;182.8;1085;62;80.5076633089777
1;0;2;186.04;322;48;91.0191853414642
1;0;2;183.18;616;55;88.2606473731928
1;0;5;178.52;1316;66;71.562524879053
0;1;1;166.27;756;67;72.2199607574102
0;0;4;159.25;-259;51;61.0822641565945
1;0;4;177.56;147;52;80.7071940372098
1;0;6;179.49;56;61;85.976866974399
1;0;4;160.86;119;58;63.2684981232262
0;1;0;156.7;-301;0;51.0096818946713
0;1;3;166.56;-1120;56;64.6831573186943
1;0;4;168.63;742;55;74.9244968823038
0;0;1;170.73;385;46;74.1968118946372
0;1;2;154.73;630;62;70.9692646540009
0;0;4;166.47;1169;47;63.2338957180376
0;0;2;156.22;-217;47;62.7882500691206
0;0;3;158.98;21;46;57.6363656711439
0;0;3;154.83;1015;44;61.0826738242389
1;0;2;172.38;-140;62;66.2329168295966
1;0;5;179.05;-1260;70;79.3682048914922
0;0;1;171.31;1491;50;80.5749371096719
1;0;2;167.7;-350;45;78.8930024485426
0;1;2;157.22;1316;57;70.8849119590305
0;1;3;157.72;-1176;53;54.0023980641909
0;1;0;170.87;322;0;73.2691205611214
0;1;3;154.43;-826;56;55.2691417577393
0;0;1;165.2;735;50;78.5408400933292
0;0;4;170.24;427;48;73.139969043787
1;1;1;178.06;-1617;82;68.7885096441039
1;0;4;177.98;833;60;86.7033694274786
1;0;4;166.38;742;49;63.5905683836435
1;1;2;169.63;-1246;86;66.280982849528
0;0;2;156.98;7;43;63.4604135749624
1;0;5;193.1;-245;68;82.116528951623
0;1;1;158.78;-1092;67;65.7114606561427
1;0;4;182.48;1925;55;94.0643178111133
1;0;3;177.05;-140;53;82.4310151822803
1;0;6;181.85;448;48;78.0075740835598
1;0;5;171.55;875;53;70.7972463501707
1;0;1;175.33;182;72;74.9249003168447
0;0;4;158.77;959;38;59.9184635534056
0;0;0;161.04;-301;0;60.0394120516431
0;0;0;168.15;-357;0;67.1114379684807
0;0;0;158.4;1344;0;66.5827418194769
1;0;4;173.52;483;61;76.7163054828585
0;0;1;170.87;245;52;71.3620018946584
1;0;2;173.94;-525;53;72.872184538426
0;1;4;149.36;-1757;50;54.8036846907407
1;0;1;173.47;651;47;76.6462755690509
1;0;6;174.03;931;48;80.9521119758918
0;0;3;157.14;-343;44;57.7233684417041
0;0;0;164.77;497;0;67.5678648178084
1;1;6;179.59;-1211;74;80.2872253621391
0;0;4;166.4;-420;46;63.0337059717928
0;0;4;170.47;0;49;75.2706135376375
0;0;1;159.46;686;43;64.6480247215535
1;0;5;177.26;189;65;84.015538630644
1;0;6;175.56;-294;53;77.7742916743653
0;0;1;164.69;-182;35;57.4848616108585
1;0;2;169.22;0;47;77.2361276318179
1;1;3;167.03;-1330;65;68.2316297788588
0;1;0;155.49;-1078;0;66.0936496196501
1;0;6;176.08;532;68;83.8499315118848
1;0;3;172.66;-196;54;80.5669559659798
1;0;3;189.68;-469;60;87.0970361312361
1;0;1;179.43;-280;45;84.0383210614315
1;0;5;175.46;1414;49;73.2418571663044
1;1;5;173.26;-1092;65;76.0359986027253
1;0;3;171.32;525;47;68.9424684938866
0;1;4;158.66;-1386;64;61.7750913733183
1;0;6;181.35;427;48;86.2030508843553
0;0;3;165.68;917;41;70.7752099866105
1;0;0;183.63;854;0;84.9649650060317
0;0;2;147.89;189;41;56.5081582398086
0;1;2;175.33;-889;51;67.9383798168509
1;0;1;170.71;637;56;81.1183925240962
1;0;0;182.29;-140;0;76.7285592167417
1;0;4;167.82;434;37;73.5869473713684
0;0;0;154.43;518;0;60.1786810527851
1;1;0;166.71;-756;0;74.1014040018583
1;1;5;180.42;-609;70;79.7492232994285
0;0;3;163.17;924;45;63.4538566744126
1;0;5;177.74;-567;62;74.3867593671937
1;0;3;179.87;749;53;85.0312340051985
1;0;2;175.05;-497;54;71.1382539872134
0;0;1;156.82;644;48;65.7267043402694
0;0;1;157.1;553;49;71.6790831002829
0;0;4;147.55;651;35;58.06566080747
0;1;0;165.82;532;0;68.2994440102425
1;0;2;170.86;1246;55;79.0418345741178
1;0;3;176.41;133;54;81.9740322670833
1;0;1;173.3;357;54;82.6830829042968
1;0;0;161.74;-427;0;68.4786648976961
0;0;3;164.91;-168;43;68.7219659434384
1;0;4;176.84;483;69;78.2649622663133
0;0;1;151.28;588;35;57.4293138370198
0;0;3;158.46;1477;45;66.0403064866398
0;0;1;158.61;952;49;58.9331413930293
1;0;5;168.96;448;68;79.5825854102177
1;0;5;179.42;665;59;86.7885868318349
1;0;4;177.71;1029;45;83.2160482440064
1;0;2;174.33;-546;51;77.1926540060464
0;0;4;164.3;35;43;66.6081614817606
0;1;0;144.78;-854;0;55.2271855843115
0;0;1;164.85;161;55;67.5273520569066
1;0;2;177.04;1043;47;79.5461066493768
1;0;4;188.69;133;46;92.7144633991915
0;1;4;155.25;875;64;62.4664860349149
0;0;1;166.11;686;45;79.06474139227
0;0;3;160.36;455;38;66.5975430908621
1;0;2;169.25;-602;55;71.2805666292347
1;0;3;165.11;-840;45;79.4275150346635
0;0;1;157.13;161;50;59.1118955991795
1;0;4;174.53;-273;46;79.4159678155458
0;1;4;164.63;203;56;54.4606509019139
1;0;2;183.62;651;55;89.2139421792998
1;0;2;169.78;-35;66;80.7135728915974
0;1;4;165.99;-1162;64;58.5945279779226
0;1;4;159.49;-1603;55;53.9692985353521
0;0;2;163.79;1029;50;69.3057733208741
0;0;4;166.34;35;49;76.8925704942012
0;1;3;146.92;-1120;54;56.0468878277512
0;0;1;157.2;336;38;61.2349774028121
0;1;1;148.63;-567;68;55.7614313880968
0;0;0;159.82;700;0;62.9802721048404
0;0;3;165.91;77;41;73.0731352038387
1;0;5;174.24;343;46;73.3410865520963
1;0;2;180.59;-35;36;83.6024107294946
0;1;3;153.5;-1743;69;58.0140467096259
0;0;1;153.18;497;46;58.1134629738816
0;0;3;157.83;1309;45;66.0175207025156
0;1;2;165.67;-371;70;62.6792689493467
0;1;3;159.51;-301;61;66.6439999914388
0;0;3;164.67;399;54;69.4652552907873
0;0;3;153.56;385;45;63.8288032253629
1;0;2;179.37;896;52;79.6711976066043
0;1;1;170.91;-546;70;69.0465682834573
1;0;3;168.06;-301;45;66.6948930627443
0;0;3;156.28;595;38;72.4555393781109
1;0;2;167.14;721;56;64.5682609118039
1;0;1;177.91;546;57;78.6345995556383
0;0;1;154.92;560;51;62.5858345637232
0;1;3;151.64;-1225;56;55.9754070253636
1;0;5;170.71;574;56;74.386263711765
0;0;2;163.95;168;40;78.7309926421179
0;0;4;175.81;553;45;78.1733384137099
0;0;4;158.06;-140;51;55.0209655094821
1;0;5;183.29;252;62;89.7118524572962
1;0;4;177.54;112;57;85.926016733634
1;0;0;174.19;525;0;79.0788877757844
0;0;4;166.13;42;44;62.6473642749677
0;1;0;158.22;7;0;66.0236643563063
1;0;3;174.24;784;52;74.6447496136832
0;0;4;158.61;-504;39;60.9638681322389
1;0;2;170.06;-973;46;71.9710225388822
0;1;4;165.6;-1253;52;63.2490839688591
0;1;3;166.25;-959;49;60.7923126488654
